Animal Name,Class,Order,Family,Is_Endangered,Length(cm),Lifespan(years),Weight(kg),Diet,Asia,Europe,Africa,South-America,North-America,Central-America,Antarctica,Oceania,Ocean,Eurasia
Cinereous Vulture,Aves,Accipitriformes,Accipitridae,0.0,114.60480000000001,30.0,11.113026281173173,Carnivore,1,1,0,0,0,0,0,0,0,1
Cinnamon Ball Python,Reptilia,Squamata,Pythonidae,0.0,167.64000000000001,25.0,,Carnivore,0,0,1,0,0,0,0,0,0,0
Cinnamon Bear,Mammalia,Carinvora,Ursidae,0.0,,30.0,181.8181818181818,Omnivore,0,0,0,0,1,0,0,0,0,0
Cinnamon Ferret,Mammalia,Carnivora,Mustelidae,0.0,35.56,8.5,1.587575183024739,Carnivore,0,0,0,0,1,0,0,0,0,0
Clark’s Grebe,Aves,Podicipediformes,Podicipedidae,0.0,64.77,,0.9879798151613086,Carnivore,0,0,0,0,1,0,0,0,0,0
Click Beetle,Insecta,Coleoptera,Elateridae,,175.0,2.5,,Herbivore,1,1,1,1,1,1,1,1,1,1
Clock Spider,Arachnida,Araneae,Sparassidae,,1000.0,2.0,,Carnivore,1,0,0,0,0,0,0,1,1,0
Clothes Moth,Insecta,Lepidoptera,Tineidae,,6.35,0.0821917808219178,,Herbivore,1,1,1,1,1,1,1,1,1,1
Clouded Leopard,Mammalia,Carnivora,Felidae,1.0,8500.0,14.0,20.5,Carnivore,1,0,0,0,0,0,0,0,0,0
Clownfish,Actinopterygii,Perciformes,Pomacentridae,0.0,1400.0,8.0,250000.0,Omnivore,0,0,0,0,0,0,0,0,1,0
Clumber Spaniel,Mammalia,Carnivora,Canidae,,,12.0,47.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Coachwhip Snake,Reptilia,Squamata,Colubridae,,167.64000000000001,15.0,,Omnivore,0,0,0,1,1,1,0,0,0,0
Coastal Carpet Python,Reptilia,Squamata,Pythonidae,0.0,289.56,20.0,,Omnivore,0,0,0,0,0,0,0,1,1,0
Coastal Taipan,Reptilia,Squamata,Elapidae,0.0,236.22,,,Omnivore,0,0,0,0,0,0,0,1,1,0
Coati,Mammalia,Carnivora,Procyonidae,0.0,,11.5,5.5,Omnivore,0,0,0,1,1,1,0,0,0,0
Cobia Fish,Actinopterygii,Carangiformes,Rachycentridae,0.0,198.12,15.0,61.235042773811365,Carnivore,0,0,0,0,0,0,0,0,1,0
Cobras,Reptilia,Squamata,Elapidae,,243.84,10.0,,Omnivore,1,1,1,1,1,1,1,1,1,1
Cockalier,Mammalia,Carnivora,Canidae,,,13.5,,Omnivore,0,1,0,0,0,0,0,0,0,0
Cockapoo,,,,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Cockatiel,Aves,Psittaciformes,Cacatuidae,,30.0228,25.0,0.08986789136474457,Herbivore,0,0,0,0,0,0,0,1,1,0
Cockatoo,Aves,Psittaciformes,Cacatuidae,1.0,5300.0,45.0,68.4090909090909,Omnivore,1,0,0,0,0,0,0,1,1,0
Cocker Spaniel,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Cockle,Bivalvia,Cardiida,Cardiidae,0.0,8.128,7.5,0.024947553438793447,Herbivore,0,0,0,0,0,0,0,0,1,0
Cockroach,Insecta,Blattaria,,0.0,400.0,1.5,30000.0,Omnivore,1,1,1,1,1,1,0,1,1,1
Codfish,Actinopterygii,Gadiformes,Gadidae,1.0,13850.0,20.0,122.5,Carnivore,0,0,0,0,0,0,0,0,1,0
Codling Moth,Insecta,Lepidoptera,Tortricidae,0.0,1200.0,0.17671232876712328,,Herbivore,1,1,1,1,1,1,0,1,1,1
Coelacanth,Sarcopterygii,Coelacanthiformes,Latimeriidae,,198.12,20.0,90.9090909090909,Carnivore,1,1,1,1,1,1,1,1,1,1
Collared Peccary,Mammalia,Atriodactyla,Tayassuidae,0.0,,10.0,18.0,Omnivore,0,0,0,1,0,1,0,0,0,0
Collett’s Snake,Reptilia,Squamata,Elapidae,,199.64400000000003,,,Omnivore,0,0,0,0,0,0,0,1,1,0
Collie,Mammalia,Carnivora,Canidae,,,13.0,54.5,Omnivore,0,1,0,0,0,0,0,0,0,0
Colossal Squid,Cephalopoda,Oegopsida,Cranchiidae,0.0,3000.0,,590.9090909090909,Carnivore,0,0,0,0,0,0,0,0,1,0
Comb Jellyfish,,,,,6.8580000000000005,,,Omnivore,0,0,0,0,0,0,0,0,1,0
Comb-crested Jacana,Aves,Charadriiformes,Jacanidae,0.0,23.495,4.8,0.10914554629472131,Omnivore,1,0,0,0,0,0,0,1,1,0
Comet Moth,Insecta,Lepidoptera,Saturniidae,0.0,,0.03287671232876712,,Omnivore,0,0,1,0,0,0,0,0,0,0
Comfort Retriever,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Common Buzzard,Aves,Accipitriformes,Accipitridae,0.0,5400.0,16.0,31.746031746031743,Carnivore,1,1,1,0,0,0,0,0,0,1
Common Carp,Actinopterygii,Cypriniformes,Cyprinidae,1.0,,,,Omnivore,1,1,0,0,0,0,0,0,0,0
Common European Adder,Reptilia,Squamata,Viperidae,0.0,76.2,12.5,,Carnivore,1,1,0,0,0,0,0,0,0,1
Common Frog,Amphibia,Anura,Ranidae,0.0,800.0,7.5,1.763668430335097,Carnivore,0,1,0,0,0,0,0,0,0,0
Common Furniture Beetle,Insecta,Coleoptera,Ptinidae,,362.5,4.0,5.5e-06,Herbivore,1,1,1,1,1,1,0,1,1,1
Common Grackle,Aves,Passeriformes,Icteridae,0.0,30.48,5.6,0.10772807166751715,Omnivore,0,0,0,0,1,1,0,0,0,0
Common Green Magpie,Aves,Passeriformes,Corvidae,0.0,36.83,20.0,0.12757271644837556,Carnivore,1,0,0,0,0,0,0,0,0,0
Common House Spider,Arachnida,aranae,Theridiidae,0.0,0.4953,1.0,0.02834949254408346,Carnivore,1,1,1,1,1,1,0,1,1,1
Common Loon,Aves,Gaviiformes,Gaviidae,0.0,7200.0,20.0,4.0,Omnivore,0,1,0,0,1,0,0,0,0,0
Common Raven,Aves,Passeriformes,Corvidae,0.0,63.5,28.5,1.1566619190608813,Omnivore,1,1,1,0,1,1,0,0,0,1
Common Toad,Amphibia,Anura,Bufonidae,0.0,1400.0,3.0,1.763668430335097,Carnivore,0,1,0,0,0,0,0,0,0,0
Common Yellowthroat,Aves,Passeriformes,Parulidae,0.0,11.937999999999999,10.0,0.008504847763225038,Insectivore,0,0,0,0,1,1,0,0,0,0
Compsognathus,,Theropoda,†Compsognathidae,1.0,,,,Carnivore,0,1,0,0,0,0,0,0,0,0
Cone Snail,Gastropoda,Neogastropoda,Conidae,,12.065,15.0,0.037704825083631,Carnivore,0,0,0,0,1,0,0,1,1,0
Conger Eel,Actinopterygii,Anguilliformes,Congridae,0.0,167.64000000000001,20.0,38.63636363636363,Carnivore,0,0,0,0,0,0,0,0,1,0
Congo Snake,Amphibia,Urodela,Amphiumidae,,121.92,27.0,,Carnivore,0,0,0,0,1,1,0,0,0,0
Conure,Aves,Psittaciformes,Arinae,1.0,38.1,15.0,0.006520383285139196,Omnivore,0,0,0,1,1,1,0,0,0,0
Cookiecutter Shark,Chondrichthyes,Squaliformes,Dalatiidae,0.0,45.72,25.0,,Carnivore,0,0,0,0,0,0,0,0,1,0
Cooper’s Hawk,Aves,Accipitriformes,Accipitridae,0.0,40.5,12.0,0.575,Carnivore,0,0,0,0,1,1,0,0,0,0
Copperhead,Reptilia,Squamata,Viperidae,,,22.0,,Carnivore,0,0,0,0,1,1,0,0,0,0
Coral,Anthozoa,,,0.0,,22.5,,Omnivore,0,0,0,0,0,0,0,0,1,0
Coral Snake,Reptilia,Squamata,Elapidae,,91.44,,,Carnivore,1,0,0,1,1,1,0,1,1,0
Corella,Aves,Psittaciformes,Cacatuidae,0.0,41.910000000000004,80.0,0.004961161195214605,Omnivore,1,0,0,0,0,1,0,1,1,0
Corgidor,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Corgipoo,Mammalia,,,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Corkie,Mammalia,Carnivora,Canidae,,,13.0,9.09090909090909,Omnivore,0,0,0,0,1,0,0,0,0,0
Corman Shepherd,Mammalia,Carnivora,Canidae,,,12.5,31.818181818181817,Omnivore,0,0,0,0,1,0,0,0,0,0
Corn Rex Cat (Cornish Rex),Mammalia,Carnivora,Felidae,,,15.5,3.4019468207672983,Omnivore,0,1,0,0,0,0,0,0,0,0
Corn Snake,Reptilia,Squamata,Colubridae,0.0,,15.0,,Carnivore,0,0,0,0,1,0,0,0,0,0
Cory Catfish,Actinopterygii,Silfuriformes,Callichthyidae,,,,,Omnivore,0,0,0,1,0,0,0,0,0,0
Coryphodon,Mammalia,Cimolesta,Coryphodontidae,1.0,250.0,,499.99999999999994,Herbivore,1,1,0,0,1,0,0,0,0,0
Costa’s Hummingbird,Aves,Apodiformes,Trochilidae,0.0,8.255,,3000.0,Omnivore,0,0,0,0,1,0,0,0,0,0
Coton de Tulear,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,1,0,0,0,0,0,0,0
Cotton-top Tamarin,Mammalia,Primates,Callitrichidae,1.0,2400.0,11.5,19.753086419753085,Omnivore,0,0,0,1,0,0,0,0,0,0
Cottonmouth,Reptilia,Squamata,Viperidae,0.0,91.44,10.0,,Carnivore,0,0,0,0,1,0,0,0,0,0
Cougar,Mammalia,Carnivora,Felidae,0.0,212.5,15.0,59.5,Carnivore,0,0,0,0,1,0,0,0,0,0
Cow,Mammalia,Artiodactyla,Bovidae,0.0,165.0,16.0,600.0,Herbivore,1,1,1,1,1,1,0,1,1,1
Coyote,Mammalia,Carnivora,Canidae,0.0,8250.0,12.5,14.0,Carnivore,0,0,0,0,1,1,0,0,0,0
Crab,Malacostraca,Decapoda,Brachyura,0.0,20050.0,50.5,1.7989417989417988,Carnivore,1,1,1,1,1,1,0,1,1,1
Crab Spider,Arachnida,Araneae,Thomisidae,0.0,15.443200000000001,,,Omnivore,1,1,1,1,1,1,0,1,1,1
Crab-Eating Macaque,Mammalia,Primates,Cercopithecidae,0.0,,22.5,6.0,Carnivore,1,0,0,0,0,0,0,0,0,0
Crabeater Seal,Mammalia,Carnivora,Pinnipedia,0.0,225.552,40.0,272.15574566138383,Carnivore,0,0,0,0,0,0,1,0,0,0
Crane,Aves,Gruiformes,Gruidae,0.0,120.0,22.5,6.85,Omnivore,1,1,1,0,1,0,0,1,1,1
Crappie Fish,Actinopterygii,Perciformes,Centrarchidae,0.0,,,,Omnivore,0,0,0,0,0,0,0,0,1,0
Crayfish,Malacostraca,Decapoda,,1.0,5.08,5.5,,Omnivore,1,1,1,1,1,1,1,1,1,1
Crested Gecko,Reptilia,Squamata,Diplodactglidae,1.0,25.4,15.0,0.032460168962975565,Omnivore,0,0,0,0,0,0,0,1,1,0
Crested Penguin,Aves,Sphenisciformes,Spheniscidae,1.0,,17.5,4.5,Carnivore,0,0,0,0,0,0,0,1,1,0
Cricket,Insecta,Orthoptera,Gryllidae,1.0,2.7940000000000005,,0.0005,Omnivore,1,1,1,1,1,1,0,1,1,1
Croatian Sheepdog,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Crocodile,Reptilia,Crocodilia,Crocodylidae,0.0,434.99999999999994,45.0,9.5,Carnivore,1,0,1,1,1,1,0,1,1,0
Crocodile Monitor,Reptilia,Squamata,Varanidae,0.0,162.5,15.0,5.5,Carnivorous and scavenger,1,0,0,0,0,0,0,1,1,0
Cross Fox,Mammalia,Carnivora,Canidae,0.0,2650.0,12.5,,Carnivore,0,0,0,0,1,0,0,0,0,0
Cross River Gorilla,Mammalia,Primates,Hominidae,1.0,,42.5,150.0,Herbivore,0,0,1,0,0,0,0,0,0,0
Crow,Aves,Passeriformes,Corvidae,,45.72,12.0,0.45359188070533535,Omnivore,1,1,1,1,1,1,0,1,1,1
Crucian Carp,Actinopterygii,Cypriniformes,Cyprinidae,0.0,405.0,10.0,2.5,Omnivore,1,1,0,0,0,0,0,0,0,1
Cryolophosaurus,Reptilia,Saurischia,,1.0,,,,Carnivore,0,0,0,0,0,0,1,0,0,0
Cuban Boa,Reptilia,Squamata,Boidae,0.0,1350.0,20.0,,,0,0,0,0,0,1,0,0,0,0
Cuban Cockroach,Insecta,Blattodea,Blaberidae,0.0,,,,Omnivore,0,0,0,0,0,1,0,0,0,0
Cuckoo,Aves,Cuculiformes,Cuculidae,,,,0.09071837614106708,Omnivore,1,1,1,1,1,1,0,1,1,1
Curly Coated Retriever,Mammalia,Carnivora,Canidae,,,14.0,43.18181818181818,Omnivore,0,1,0,0,0,0,0,0,0,0
Curly Hair Tarantula,Arachnida,Araneae,Theraphosidae,0.0,,,,Omnivore,0,0,0,0,0,1,0,0,0,0
Cuscus,Mammalia,Marsupialia,Phalangeridae,0.0,3750.0,10.0,4.5,Herbivore,1,0,0,0,0,0,0,1,1,0
Cuttlefish,Cephalopoda,Decapodiformes,Sepiida,0.0,3250.0,,6.75,Carnivore,0,0,0,0,0,0,0,0,1,0
Czechoslovakian Wolfdog,Mammalia,Carnivora,Canidae,,,12.5,,Omnivore,0,1,0,0,0,0,0,0,0,0
Dachsador,Mammalia,Carnivora,Canidae,,,13.5,18.18181818181818,Omnivore,0,0,0,0,1,0,0,0,0,0
Dachshund,Mammalia,Carnivora,Canidae,,,15.0,14.545454545454545,Omnivore,0,1,0,0,0,0,0,0,0,0
Daeodon,,Mammalia,Entelodontidae,1.0,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Dalmadoodle,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Dalmador,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Dalmatian,Mammalia,Carnivora,Canidae,,,13.0,27.27272727272727,Omnivore,0,1,0,0,0,0,0,0,0,0
Dandie Dinmont Terrier,Mammalia,Carnivora,Canidae,,,13.0,9.545454545454545,Omnivore,0,1,0,0,0,0,0,0,0,0
Daniff,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Danios,Actinopterygii,Cypriniformes,Cyprinidae,0.0,,5.0,,Omnivore,1,0,0,0,0,0,0,0,0,0
Danish Swedish Farmdog,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Dapple Dachshund,Mammalia,Carnivora,Canidae,,,14.0,10.886229826455354,Omnivore,0,1,0,0,0,0,0,0,0,0
Dark-Eyed Junco,,Passeriformes,Passerellidae,0.0,14.986,,0.024097068662470942,Omnivore,0,0,0,0,1,1,0,0,0,0
Dark-Eyed Junco,,Passeriformes,Passerellidae,0.0,14.986,,0.024097068662470942,Omnivore,0,0,0,0,1,1,0,0,0,0
Darkling Beetle,Insecta,Coleoptera,Tenebrionidae,0.0,2.54,,,Herbivore,1,1,1,1,1,1,0,1,1,1
Darwin’s fox,Mammalia,Carnivora,Canidae,1.0,52.806599999999996,,2.8803149749163124,Omnivore,0,0,0,1,0,0,0,0,0,0
Darwin’s Frog,Amphibia,Anura,Rhinodermatidae,1.0,300.0,12.5,0.12345679012345678,Carnivore,0,0,0,1,0,0,0,0,0,0
Daug,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
De Brazza’s Monkey,Mammalia,Primates,Cercopithecidae,0.0,,26.0,5.216318458509857,Omnivore,0,0,1,0,0,0,0,0,0,0
De Kay’s Brown Snake,Reptilia,Squamata,Colubridae,,30.48,7.0,,,0,0,0,0,1,1,0,0,0,0
Death Adder,Reptilia,Squamata,Elapidae,,,15.0,,Omnivore,0,0,0,0,0,0,0,1,1,0
Death’s Head Cockroach,Insecta,Blattodae,Blaberidae,,200.0,1.0,0.02834949254408346,Omnivore,0,0,0,0,1,1,0,0,0,0
Deathwatch Beetle,Insecta,Coleoptera,Ptinidae,0.0,700.0,6.0,3e-06,Herbivore,0,1,1,0,1,0,0,1,1,0
Decorator Crab,Malacostraca,Decapoda,Majoidea,,,,,Omnivore,0,0,0,0,0,0,0,0,1,0
Deer,Mammalia,Artiodactyla,Cervidae,0.0,,15.0,230.0,Herbivore,1,1,0,0,1,0,0,0,0,1
Deer Head Chihuahua,Mammalia,Carnivora,Canidae,,,17.5,5.454545454545454,Omnivore,0,0,0,0,1,1,0,0,0,0
Deer Tick,Arachnida,Idodida,Ixodidae,,400.0,2.0,,Omnivore,0,0,0,0,1,0,0,0,0,0
Deinocheirus,,,Deinocheiridae,1.0,1097.28,,78.01798042293004,Omnivore,1,0,0,0,0,0,0,0,0,0
Deinosuchus,Reptilia,Crocodilia,Alligatoroidea,1.0,899.16,,8267.34090909091,Carnivore,0,0,0,0,1,0,0,0,0,0
Desert Ghost Ball Python,Reptilia,Squamata,Pythonidae,0.0,152.4,25.0,2.948353911331658,Omnivore,0,0,1,0,0,0,0,0,0,0
Desert Kingsnake,Reptilia,Squamata,Colubridae,0.0,106.68,16.0,,Carnivore,0,0,0,0,1,0,0,0,0,0
Desert Locust,Insecta,Orthoptera,Acrididae,0.0,800.0,0.4166666666666667,2000.0,Herbivore,1,1,1,0,0,0,0,0,0,0
Desert Rain Frog,Amphibia,Anura,Brevicipitidae,1.0,5.715,8.5,0.014109347442680775,Omnivore,0,0,1,0,0,0,0,0,0,0
Desert Tortoise,Reptilia,Testudines,Testudinidae,0.0,3050.0,42.5,5.5,Herbivore,0,0,0,0,1,1,0,0,0,0
Desert Wolf,Mammalia,Carnivora,Canidae,1.0,,5.5,20.41168092460379,Carnivore,1,0,1,0,0,0,0,0,0,0
Desmostylus,Mammalia,Desmostylia,Desmostylidae,1.0,274.32,,1285.9090909090908,Herbivore,1,0,0,1,1,0,0,0,0,0
Deutsche Bracke,Mammalia,Carnivora,Canidae,,,12.0,29.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Devil’s Coach Horse Beetle,Insecta,Coleoptera,Staphylinidae,,260.0,,3e-05,Carnivore,0,1,1,0,0,0,0,0,0,0
Devon Rex,Mammalia,Carnivora,Felidae,,,12.0,3.4019468207672983,Omnivore,0,1,0,0,0,0,0,0,0,0
Dhole,Mammalia,Carnivora,Canidae,1.0,9250.0,11.5,16.0,Carnivore,1,0,0,0,0,0,0,0,0,0
Diamond python,,,,0.0,251.46,20.0,,,0,0,0,0,0,0,0,1,1,0
Diamondback Moth,Insecta,Lepidoptera,Plutellidae,0.0,600.0,0.038356164383561646,,Herbivore,0,1,1,0,1,0,0,1,1,0
Dickinsonia,,,,1.0,13.97,,,Herbivore,1,1,0,0,0,0,0,1,1,1
Dik-Dik,Mammalia,Artiodactyla,Bovidae,0.0,60.96,7.5,4.7727272727272725,Herbivore,0,0,1,0,0,0,0,0,0,0
Dilophosaurus,Reptilia,Saurischia,Dilophosauridae,1.0,701.04,,399.99999999999994,Carnivore,0,0,0,0,1,0,0,0,0,0
Dimetrodon,,,Sphenacodontidae,1.0,320.04,,138.3458373778701,Carnivore,0,1,0,0,1,0,0,0,0,0
Dingo,Mammalia,Carnivora,Canidae,0.0,11250.0,11.0,16.5,Carnivore,0,0,0,0,0,0,0,1,1,0
Dinocrocuta,Mammalia,Carnivora,Percrocutidae,1.0,131.064,,299.8249131369579,Carnivore,1,0,1,0,0,0,0,0,0,0
Dinofelis,Mammalia,Carnivora,Felidae,1.0,,,,Omnivore,0,0,1,0,0,0,0,0,0,0
Dinopithecus,Mammalia,Primates,Cercopithecidae,1.0,,,37.5,Omnivore,0,0,1,0,0,0,0,0,0,0
Dinosaur Shrimp,Branchiopoda,Notostraca,Triopsidae,0.0,4.064,0.1506849315068493,,Omnivore,1,1,1,1,1,0,0,1,1,0
Dinosaurs,,,,1.0,,,,Omnivore,1,1,1,1,1,1,1,1,1,1
Diplodocus,Reptilia,Saurischia,Diplodocidae,1.0,3200.4,75.0,0.125,Herbivore,0,0,0,0,1,0,0,0,0,0
Diprotodon,Mammalia,Diprotodontia,Diprotodontidae,1.0,365.76,,2721.5574566138384,Herbivore,0,0,0,0,0,0,0,1,1,0
Dire Wolf,,,,1.0,,,,Omnivore,1,0,0,1,1,1,0,0,0,0
Discus,Actinopterygii,Perciformes,Cichlidae,0.0,1375.0,12.5,200.0,Omnivore,0,0,0,1,0,0,0,0,0,0
Doberman Pinscher,Mammalia,Carnivora,Canidae,,,12.0,64.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Dobsonfly,Insecta,Megaloptera,Corydalidae,,8.89,0.01780821917808219,,Omnivore,1,0,1,0,1,0,0,1,1,0
Dodo,Aves,Columbiformes,Columbidae,1.0,,20.0,32.0,Omnivore,1,1,1,1,1,1,1,1,1,1
Doedicurus,Mammalia,Cingulata,Chlamyphoridae,1.0,360.0,,704.5,Herbivore,0,0,0,1,1,0,0,0,0,0
,,,,,,,,,1,0,0,0,0,0,0,0,0,0
Dog Tick,Arachnida,Ixodida,Ixodidae,,850.0,2.5,,Omnivore,1,1,1,1,1,1,1,1,1,1
Dogo Argentino,Mammalia,Carnivora,Canidae,,,13.0,72.5,Omnivore,0,0,0,1,0,0,0,0,0,0
Dogue De Bordeaux,Mammalia,Carnivora,Canidae,,,8.0,72.5,Omnivore,0,1,0,0,0,0,0,0,0,0
Dolphin,Mammalia,Cetacean,Delphinidae,0.0,300.0,32.5,200.0,Carnivore,0,0,0,0,0,0,0,0,1,0
Donkey,Mammalia,Perissodactyla,Equidae,0.0,,22.5,229.0,Herbivore,1,1,1,1,1,1,0,1,1,1
Dorgi,Mammalia,Carnivora,Canidae,,,13.5,,Omnivore,0,1,0,0,0,0,0,0,0,0
Dorkie,Mammalia,Carnivora,Canidae,,,11.5,5.443114913227677,Omnivore,0,0,0,0,1,0,0,0,0,0
Dormouse,Mammalia,Rodentia,Gliridae,0.0,1250.0,3.5,107.5,Omnivore,1,1,1,0,0,0,0,0,0,1
Double Doodle,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Douc,Mammalia,Primates,Cercopithecidae,1.0,2275.0,24.0,9.525451098148434,Herbivore,1,0,0,0,0,0,0,0,0,0
Downy Woodpecker,Aves,Piciformes,Picidae,0.0,15.748000000000001,,0.024522311050632194,Omnivore,0,0,0,0,1,0,0,0,0,0
Doxiepoo,Mammalia,,,,,,,Omnivore,0,0,0,0,1,0,0,0,0,0
Doxle,Mammalia,Carnivora,Canidae,0.0,27.94,12.5,10.205840462301895,Carnivore,0,0,0,0,1,0,0,0,0,0
Draco Volans Lizard,Reptilia,Squamata,Agamidae,0.0,819.9999999999999,,0.020695129557180926,Carnivore,1,0,0,0,0,0,0,0,0,0
Dragon Eel,Actinopterygii,Anguilliformes,Muraenidae,0.0,91.44,10.0,,Carnivore,1,0,0,0,1,0,0,0,1,0
Dragonfish,Actinopterygii,Syngnathiformes and Stomiiformes,Stomiidae and Pegasidae,,27.305,10.0,14000.0,Carnivore,0,0,0,0,0,0,0,0,1,0
Dragonfly,Insecta,Odonata,Anisoptera,0.0,,,,Carnivore,1,1,1,1,1,1,0,1,1,1
Dreadnoughtus,,,,,2600.0,,0.059,Herbivore,0,0,0,1,0,0,0,0,0,0
Drever,Mammalia,Carnivora,Canidae,,,14.0,24.0,Omnivore,0,1,0,0,0,0,0,0,0,0
Drum Fish,Actinopterygii,Perciformes,Sciaenidae,,201.16799999999998,50.0,102.05840462301894,Carnivore,0,0,0,0,0,0,0,0,1,0
Dubia Cockroach,Insecta,Blattodea,Blaberidae,,4.445,0.625,0.105,Omnivore,0,0,0,1,0,1,0,0,0,0
Duck,Aves,Anseriformes,Anatidae,0.0,4000.0,6.0,1.0499999999999998,Omnivore,1,1,1,1,1,1,0,1,1,1
Dugong,Mammalia,Sirenia,Dugongidae,0.0,285.0,60.0,275.0,Herbivore,0,0,0,0,0,0,0,0,1,0
Dumeril’s Boa,Reptilia,Squamata,Boidae,0.0,167.64000000000001,17.5,9.071858188712795,,0,0,1,0,0,0,0,0,0,0
Dung Beetle,Insecta,Coleoptera,,0.0,350.0,4.0,0.09922322390429211,Carnivore,1,1,1,1,1,1,0,1,1,1
Dungeness Crab,Malacostraca,Decapoda,Cancridae,,16.51,10.5,1.1339822735890994,Omnivore,0,0,0,0,1,0,0,0,0,0
Dunker,Mammalia,Carnivora,Canidae,,,14.0,35.5,Omnivore,0,1,0,0,0,0,0,0,0,0
Dunkleosteus,Trichoplacoidea,Arthodira,Dunkleosteidae,1.0,667.512,,183.25153541199845,Carnivore,0,1,1,0,1,0,0,0,0,0
Dunnock,Aves,Passeriformes,Prunellidae,0.0,,11.0,0.7583774250440917,Omnivore,1,1,0,0,0,0,0,1,1,0
Dusky Dolphin,Mammalia,Cetacea,Delphinidae,,185.0,21.5,100.0,Carnivore,0,0,0,0,0,0,0,0,1,0
Dusky Shark,Chondrichthyes,Carcharhiniformes,Carcharhinidae,1.0,365.76,50.0,181.4371637742559,Carnivore,1,1,1,1,1,1,0,1,1,0
Dutch Rabbit,Mammalia,Lagomorpha,Leporidae,,,6.5,2.041168092460379,Herbivore,0,0,0,0,1,0,0,0,0,0
Dutch Shepherd,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,1,0,0,0,0,0,0,0,0
Dwarf Boa,Reptilia,Squamata,Boidae & Tropidophidiiae,,22.86,20.0,,,0,0,0,1,0,1,0,0,0,0
Dwarf Crocodile,,Crocodilia,Crocodylidae,1.0,179.99999999999997,57.5,25.0,Carnivore,0,0,1,0,0,0,0,0,0,0
Dwarf Hamster,Mammalia,Rodentia,Cricetidae,0.0,800.0,2.5,0.022537846572546347,Omnivore,1,1,0,0,0,0,0,0,0,0
Eagle,Aves,Falconiformes,Accipitridae,0.0,,22.5,3.75,Carnivore,1,1,1,1,1,1,0,0,0,1
Eagle Ray,Chondrichthyes,Myliobatiformes,Myliobatidae,,,,,Carnivore,0,0,0,0,0,0,0,0,1,0
Eared Grebe,Aves,Podicipediformes,Podicipedidae,0.0,30.48,,0.35720360605545165,Carnivore,1,1,1,0,1,0,0,0,0,1
Earless Monitor Lizard,Reptilia,Squamata,Lanthanotidae,1.0,40.64,,0.11339797017633384,Carnivore,1,0,0,0,0,0,0,0,0,0
Earthworm,Clitellata,Opisthopora,Limbricidae,,1.9161759999999999,,0.3421904908782466,Omnivore,1,1,1,1,1,1,0,1,1,1
Earwig,Insecta,Dermaptera,,0.0,200.0,,0.12345679012345678,Omnivore,1,1,1,1,1,1,0,1,1,1
East Siberian Laika,Mammalia,Carnivora,Canidae,,,,,Omnivore,0,0,0,0,0,0,0,0,0,1
Eastern Barred Bandicoot,Mammalia,Peramelemorphia,Peramelidae,1.0,,,,Omnivore,0,0,0,0,0,0,0,1,1,0
Eastern Bluebird,Aves,Passeriformes,Turdidae,0.0,18.542,10.0,0.030475704484889718,Omnivore,0,0,0,0,1,1,0,0,0,0
Eastern Box Turtle,Reptilia,Testudines,Emydidae,1.0,13.97,62.5,0.6818181818181818,Omnivore,0,0,0,0,1,0,0,0,0,0
Eastern Brown Snake,Reptilia,Squamata,Elapidae,0.0,182.88,15.0,,Carnivore,0,0,0,0,0,0,0,1,1,0
Eastern Chipmunk,Mammalia,Rodentia,Sciuridae,0.0,27.94,,0.10815331405567839,Herbivore,0,0,0,0,1,0,0,0,0,0
Eastern Coral Snake,Reptilia,Squamata,Elapidae,0.0,76.2,7.0,,Carnivore,0,0,0,0,1,0,0,0,0,0
Eastern Diamondback Rattlesnake,Reptilia,Squamata,Viperidae,,152.4,17.5,,Carnivore,0,0,0,0,1,0,0,0,0,0
Eastern Dobsonfly,Insecta,Megaloptera,Corydalidae,,6.35,0.01643835616438356,,Carnivore,0,0,0,0,1,0,0,0,0,0
